"taskai","vidurkis","trasos","uolos","viso_laipioja_metu","lygis","amzius_kai_pradejo","birth","ugis","svoris","lytis"
"5473","456.08","9","2","1","6C","23","1977-02-16 00:00:00","185","73","0"
"40234","1031.64","37","8","2","8B+","16","1978-02-23 00:00:00","178","63","0"
"169659","792.80","203","28","12","8A+","12","1985-04-08 00:00:00","176","68","0"
"168683","763.27","183","29","20","8B","14","1971-04-27 00:00:00","186","78","0"
"57525","833.70","66","12","3","8B","19","1973-09-02 00:00:00","185","78","0"
"54676","942.69","41","15","3","8B+","10","1980-11-19 00:00:00","174","63","0"
"1200","600.00","2","1","1","6C","14","1985-02-17 00:00:00","170","53","0"
"498","498.00","1","1","1","6B+","16","1984-04-05 00:00:00","187","78","0"
"17813","395.84","39","3","7","6C","18","1979-12-04 00:00:00","186","93","0"
"68099","986.94","64","10","3","8B+","23","1977-05-28 00:00:00","173","63","0"
"15006","394.89","37","3","5","6B","20","1980-05-27 00:00:00","167","58","1"
"40245","981.59","41","12","3","8B","21","1965-08-05 00:00:00","177","63","1"
"13291","492.26","27","3","5","8A","25","1971-08-17 00:00:00","187","83","0"
"850","850.00","1","1","1","7B+","14","1983-05-03 00:00:00","183","68","0"
"438664","796.12","534","30","19","8A+","14","1983-05-03 00:00:00","183","73","0"
"40707","884.93","46","5","3","8B","15","1985-08-21 00:00:00","186","68","0"
"436470","761.73","499","70","16","8B","15","1976-05-06 00:00:00","181","78","0"
"18928","946.40","20","3","2","8B","22","1975-12-05 00:00:00","172","63","0"
"316507","879.19","341","51","21","8A+","29","1960-07-10 00:00:00","175","68","0"
"28272","421.97","66","4","4","7A","24","1975-05-05 00:00:00","192","88","0"
"57720","1030.71","54","24","4","8B+","13","1982-06-18 00:00:00","178","68","0"
"15998","301.85","32","5","3","6A","20","1980-03-30 00:00:00","183","98","0"
"2189983","1147.19","1822","186","17","9C","6","1993-02-05 00:00:00","185","68","0"
"1160157","972.47","1153","214","24","8B","21","1965-08-05 00:00:00","175","63","1"
"53709","826.29","44","16","10","8A","18","1973-04-27 00:00:00","183","68","0"
"41993","933.18","45","10","3","8A+","13","1978-06-24 00:00:00","185","73","0"
"34993","744.53","46","14","3","7C","24","1976-06-13 00:00:00","172","63","0"
"91638","649.91","132","14","6","7B","23","1974-03-13 00:00:00","160","58","1"
"31344","653.00","48","15","4","7B","25","1972-08-16 00:00:00","180","78","0"
"12053","709.00","14","3","2","7B","17","1978-04-07 00:00:00","180","63","0"
"268943","802.81","272","47","14","8B+","21","1977-08-20 00:00:00","176","100","0"
"134434","845.50","143","17","7","8B","18","1981-11-30 00:00:00","185","68","0"
"332604","1007.89","325","49","11","8C","24","1963-08-22 00:00:00","177","63","0"
"181186","1041.30","170","51","4","8B+","16","1973-02-08 00:00:00","177","63","0"
"11525","960.42","12","10","2","8A+","20","1966-02-21 00:00:00","178","63","0"
"40298","805.96","49","12","8","8A","14","1981-07-31 00:00:00","187","83","0"
"33162","263.19","124","11","6","6B","23","1975-06-19 00:00:00","186","78","0"
"683950","970.14","697","64","17","8C","12","1985-02-25 00:00:00","179","63","0"
"488802","739.49","516","83","20","8A+","12","1972-05-16 00:00:00","188","88","0"
"55989","948.97","52","20","3","8A+","21","1971-03-18 00:00:00","187","73","0"
"312838","814.68","373","31","14","8A+","12","1984-07-13 00:00:00","184","73","0"
"20972","655.38","31","3","2","7B+","27","1970-09-14 00:00:00","170","63","0"
"339788","814.84","362","37","21","8B+","23","1970-11-30 00:00:00","158","93","0"
"23796","457.62","52","8","2","6C","30","1971-04-13 00:00:00","171","68","0"
"41542","681.02","61","5","3","7B+","17","1975-08-31 00:00:00","183","73","0"
"25529","709.14","24","9","2","7C","14","1976-04-06 00:00:00","175","63","0"
"56988","982.55","53","19","3","8B","14","1981-07-07 00:00:00","179","63","1"
"46328","617.71","75","17","6","7B","19","1975-07-25 00:00:00","175","88","0"
"41613","904.63","42","7","3","8A+","14","1984-12-20 00:00:00","167","63","0"
"117741","1006.33","116","20","8","8C","10","1986-08-17 00:00:00","156","48","1"
"27128","968.86","25","9","2","8B","13","1971-05-31 00:00:00","185","68","0"
"125679","885.06","139","24","4","8B","17","1970-12-02 00:00:00","182","68","0"
"567318","1014.88","555","81","13","8C+","14","1985-02-04 00:00:00","178","78","0"
"3500","583.33","6","2","1","8A","28","1971-02-01 00:00:00","185","83","0"
"45020","1046.98","37","9","3","8C","11","1972-04-21 00:00:00","161","63","0"
"728570","652.84","1049","50","28","8A","17","1972-08-19 00:00:00","177","73","0"
"97580","1038.09","85","18","11","8C+","21","1968-07-05 00:00:00","168","53","1"
"737031","905.44","787","86","19","8B","17","1978-09-15 00:00:00","173","68","0"
"132985","796.32","159","13","9","8A","18","1977-03-24 00:00:00","186","88","0"
"90462","675.09","127","24","10","7C","20","1973-05-12 00:00:00","190","73","0"
"8545","657.31","12","4","3","7B+","15","1986-02-27 00:00:00","185","63","0"
"96751","467.40","175","41","11","7A","27","1973-02-05 00:00:00","190","83","0"
"400","400.00","1","1","1","6A","27","1973-02-05 00:00:00","184","78","0"
"233395","682.44","328","36","10","7C+","17","1984-03-29 00:00:00","183","73","0"
"13752","573.00","24","2","2","7B+","15","1985-03-06 00:00:00","182","78","0"
"6951","534.69","13","1","1","6C+","28","1971-02-01 00:00:00","185","78","0"
"191465","986.93","173","22","14","8C+","10","1985-02-24 00:00:00","174","63","0"
"50642","411.72","98","16","4","6C","28","1965-11-23 00:00:00","178","78","0"
"24510","1021.25","23","12","2","8A+","20","1973-10-29 00:00:00","162","48","1"
"588678","837.38","681","90","13","8B","17","1982-01-08 00:00:00","178","68","0"
"4950","990.00","5","2","2","8A+","19","1968-08-05 00:00:00","100","68","0"
"30321","594.53","45","10","2","7B","17","1982-05-16 00:00:00","179","73","0"
"96167","537.25","168","22","6","7B","18","1975-11-06 00:00:00","183","73","0"
"251786","751.60","315","36","17","8A+","20","1977-06-04 00:00:00","185","73","0"
"23970","749.06","32","3","2","7C","16","1964-04-03 00:00:00","177","73","0"
"6493","499.46","13","3","2","6C+","22","1977-03-24 00:00:00","169","63","0"
"1834","262.00","7","1","1","5B","21","1980-09-20 00:00:00","177","68","0"
"15677","290.31","53","5","4","6B+","32","1969-03-16 00:00:00","183","73","0"
"44160","659.10","60","5","4","7C+","25","1975-12-18 00:00:00","165","53","0"
"126171","914.28","129","29","13","8C","14","1982-03-25 00:00:00","181","68","0"
"11971","520.48","22","2","2","6B+","17","1982-12-19 00:00:00","178","68","0"
"443794","806.90","332","22","18","8B+","16","1976-08-23 00:00:00","168","58","0"
"9745","573.24","15","2","1","7A","19","1981-05-13 00:00:00","180","63","0"
"54060","1020.00","53","19","11","8B","17","1980-09-15 00:00:00","180","63","0"
"9707","571.00","17","4","3","7B","28","1971-07-08 00:00:00","178","73","0"
"305319","1038.50","269","32","18","8B+","14","1981-06-10 00:00:00","175","68","0"
"69598","1070.74","56","16","3","8C","18","1974-08-30 00:00:00","173","63","0"
"310346","969.83","306","43","17","8C","12","1973-09-09 00:00:00","182","73","0"
"43142","444.76","97","5","9","7A","25","1975-06-19 00:00:00","175","68","0"
"19084","353.41","50","5","4","7B","25","1976-04-04 00:00:00","194","73","0"
"23998","436.33","52","11","1","6A+","25","1974-12-07 00:00:00","187","83","0"
"73631","920.39","71","18","4","8A","24","1976-08-08 00:00:00","180","73","0"
"104812","1103.28","81","25","10","9B","14","1985-05-29 00:00:00","184","68","0"
"104169","685.32","146","15","6","7B+","23","1977-05-29 00:00:00","167","63","1"
"55381","802.62","67","10","4","8A","28","1971-12-23 00:00:00","155","53","0"
"27054","819.82","27","10","2","7C","12","1986-06-20 00:00:00","172","63","0"
"43357","722.62","58","11","3","7C","20","1966-11-23 00:00:00","183","73","0"
"23316","630.16","34","4","3","7B+","13","1986-08-17 00:00:00","178","63","0"
"132265","821.52","136","32","6","8A","12","1983-01-26 00:00:00","183","73","0"
"246436","843.96","288","47","12","8B","24","1976-02-15 00:00:00","175","68","0"
"73937","778.28","55","8","4","8A","6","1987-07-27 00:00:00","170","73","0"
"31497","732.49","36","13","6","7C+","22","1973-01-01 00:00:00","171","63","0"
"272499","933.22","274","22","10","8C","12","1973-08-17 00:00:00","180","73","0"
"80629","726.39","105","10","6","8A","26","1974-05-18 00:00:00","180","100","0"
"395005","826.37","453","34","17","8B+","13","1972-11-15 00:00:00","180","78","0"
"26599","591.09","42","7","2","7A+","18","1977-12-20 00:00:00","170","73","0"
"34031","919.76","37","4","2","8B","15","1974-08-26 00:00:00","170","58","0"
"1257102","787.66","1487","78","17","8B","15","1983-12-01 00:00:00","175","68","0"
"66733","804.01","70","5","5","8A","13","1980-03-17 00:00:00","182","68","0"
"140922","745.62","188","10","9","8A","20","1974-02-07 00:00:00","178","78","0"
"343434","833.58","410","39","21","8B+","24","1973-11-19 00:00:00","169","58","0"
"79920","878.24","90","18","7","8B","17","1975-02-28 00:00:00","180","68","0"
"835422","754.67","1071","136","19","8A+","29","1967-05-30 00:00:00","175","63","0"
"74075","409.25","145","14","5","7B","20","1974-09-01 00:00:00","191","98","0"
"239078","902.18","214","33","12","8B","15","1979-11-15 00:00:00","187","83","0"
"363793","782.35","424","40","15","8A+","17","1982-05-18 00:00:00","190","83","0"
"46101","731.76","59","12","3","8A","18","1976-03-14 00:00:00","175","83","0"
"19035","793.13","24","6","3","7C","24","1976-06-09 00:00:00","176","68","0"
"432663","905.15","459","45","11","8C","19","1980-12-17 00:00:00","181","78","0"
"85377","454.13","188","2","5","7A","26","1974-11-11 00:00:00","175","68","0"
"106029","921.99","103","16","6","8A+","13","1979-10-16 00:00:00","180","73","0"
"410598","797.28","502","52","17","8A+","26","1967-11-15 00:00:00","178","68","0"
"113337","566.69","181","31","9","7B","22","1972-06-02 00:00:00","180","73","0"
"216250","639.79","314","31","15","7B+","17","1979-01-14 00:00:00","178","78","0"
"71441","399.11","155","16","12","7A","22","1976-07-27 00:00:00","177","63","0"
"14950","355.95","38","5","2","6C","23","1973-03-26 00:00:00","170","68","0"
"267167","896.53","286","31","8","8B+","15","1985-03-03 00:00:00","173","68","0"
"127214","748.32","165","25","7","8A","13","1976-01-13 00:00:00","180","68","0"
"179874","597.59","280","46","10","7B+","23","1977-09-13 00:00:00","184","88","0"
"4620","385.00","12","1","1","6C+","25","1976-04-13 00:00:00","173","63","0"
"299332","817.85","291","53","6","8A+","15","1981-09-18 00:00:00","167","63","0"
"332954","880.83","346","21","14","8B+","18","1982-10-08 00:00:00","176","68","0"
"210964","481.65","426","59","10","7C+","21","1977-05-13 00:00:00","186","83","0"
"724516","703.41","949","75","10","8B","24","1977-11-12 00:00:00","179","73","0"
"164968","1018.32","161","35","19","8B+","16","1977-12-30 00:00:00","180","73","0"
"34303","779.61","44","11","2","7B+","24","1976-11-25 00:00:00","179","68","0"
"159320","464.49","335","34","13","7B","14","1982-11-10 00:00:00","155","53","1"
"35597","741.60","41","16","6","7C","25","1975-03-11 00:00:00","187","100","0"
"8403","525.19","16","3","2","7A+","17","1979-01-30 00:00:00","177","73","0"
"77746","647.88","89","20","6","8A+","8","1986-03-15 00:00:00","156","98","1"
"99286","632.39","148","22","7","8A","25","1969-06-07 00:00:00","164","58","1"
"40648","327.81","112","26","9","7A","27","1974-10-29 00:00:00","180","93","0"
"54438","611.66","87","15","10","7A+","22","1967-02-25 00:00:00","180","83","0"
"7283","485.53","15","1","2","6C","30","1971-03-14 00:00:00","178","73","0"
"24260","505.42","48","1","3","6C","17","1982-04-15 00:00:00","182","83","0"
"7857","327.38","17","5","3","6C","15","1986-03-03 00:00:00","181","63","0"
"433986","814.23","482","56","15","8B","19","1971-04-01 00:00:00","172","68","0"
"20271","675.70","17","12","2","7B+","23","1975-08-31 00:00:00","171","63","0"
"30544","783.18","39","7","3","7C","19","1978-12-17 00:00:00","178","68","0"
"234798","733.74","307","11","10","7C+","19","1978-07-14 00:00:00","183","73","0"
"464681","916.53","479","66","14","8C","13","1985-09-21 00:00:00","180","68","0"
"9475","430.68","22","6","2","6C","16","1984-08-01 00:00:00","188","78","0"
"40722","590.17","65","10","4","7B","22","1971-03-15 00:00:00","183","83","0"
"196532","770.71","233","36","14","8A","12","1987-08-27 00:00:00","182","73","0"
"236325","677.15","342","35","12","8A","17","1983-05-02 00:00:00","177","68","0"
"17419","696.76","23","9","2","7B","21","1978-08-24 00:00:00","175","68","0"
"101072","340.31","271","15","8","7A","26","1975-11-20 00:00:00","180","83","0"
"14935","786.05","14","2","2","7B+","15","1981-10-30 00:00:00","173","63","0"
"483056","638.96","690","46","18","7C","20","1971-08-20 00:00:00","178","68","0"
"137320","758.67","174","33","7","7C+","19","1981-10-22 00:00:00","181","68","0"
"144732","679.49","200","17","11","7B+","20","1972-11-23 00:00:00","175","73","0"
"12228","305.70","39","3","2","6B","32","1969-04-22 00:00:00","165","63","0"
"135319","647.46","202","16","8","7B+","19","1970-06-24 00:00:00","175","78","0"
"58115","406.40","130","13","3","7B","20","1981-09-26 00:00:00","181","78","0"
"145816","928.76","136","11","8","8B","13","1985-04-15 00:00:00","182","68","0"
"271445","800.72","336","51","18","8B","16","1976-08-16 00:00:00","172","73","0"
"95121","779.68","113","13","7","8A","21","1976-03-01 00:00:00","180","73","0"
"32956","766.42","39","7","3","7C+","19","1978-08-11 00:00:00","159","53","1"
"186325","985.85","188","29","14","8B+","13","1967-05-29 00:00:00","178","63","0"
"293586","694.06","372","52","15","8A+","16","1979-02-20 00:00:00","174","58","0"
"12446","518.58","24","3","3","7A+","26","1972-03-12 00:00:00","187","73","1"
"1401153","809.45","1692","97","22","8B+","18","1977-05-21 00:00:00","172","78","0"
"102757","654.50","155","18","12","7B+","29","1973-04-23 00:00:00","172","63","0"
"1020112","1002.07","978","83","23","8B+","12","1973-03-16 00:00:00","190","73","0"
"21700","904.17","23","7","2","8B","17","1979-10-23 00:00:00","172","63","0"
"448","448.00","1","1","1","6B","26","1975-05-21 00:00:00","196","83","0"
"279901","723.26","311","47","17","8A","15","1975-08-10 00:00:00","184","88","0"
"1440","288.00","5","2","1","6A","32","1970-03-20 00:00:00","208","83","0"
"165014","444.78","353","8","3","7B+","17","1983-06-30 00:00:00","167","58","0"
"10357","383.59","26","7","1","6C","26","1974-02-09 00:00:00","184","83","0"
"91856","820.14","105","31","9","8A","23","1977-05-05 00:00:00","172","53","1"
"12178","419.93","29","6","1","7A","16","1985-05-25 00:00:00","175","73","0"
"3600","720.00","5","1","2","7B","16","1983-03-28 00:00:00","185","63","0"
"32626","383.84","84","7","2","7A+","18","1984-06-02 00:00:00","162","53","1"
"8497","314.70","27","4","1","5C","20","1981-08-10 00:00:00","175","73","0"
"281897","812.38","341","29","16","8A+","20","1980-01-05 00:00:00","185","73","0"
"65379","660.39","79","22","4","7B+","22","1978-12-21 00:00:00","190","78","0"
"2048","512.00","4","3","1","7A+","23","1976-01-22 00:00:00","172","68","0"
"34562","652.11","49","8","2","7C+","26","1971-06-12 00:00:00","177","73","0"
"131453","471.16","214","15","10","7A","16","1976-06-20 00:00:00","176","73","0"
"115100","777.70","141","17","12","7C+","26","1971-11-16 00:00:00","180","73","0"
"525683","593.32","840","69","17","7C+","24","1976-11-14 00:00:00","158","58","1"
"553911","798.14","680","63","22","8A+","16","1979-03-30 00:00:00","174","73","0"
"28070","668.33","39","6","2","7C","24","1972-03-02 00:00:00","183","73","0"
"843079","920.39","864","68","16","8C","17","1984-01-05 00:00:00","174","68","0"
"274433","786.34","309","40","11","8A","14","1973-11-16 00:00:00","189","83","0"
"110612","877.87","121","29","15","8B","26","1958-03-30 00:00:00","170","53","0"
"4678","425.27","11","3","2","6B+","15","1985-01-20 00:00:00","165","68","0"
"26102","636.63","38","3","1","7B","22","1978-08-26 00:00:00","176","58","0"
"13245","630.71","21","5","1","6C+","21","1978-09-02 00:00:00","190","78","0"
"200209","837.69","201","31","19","8B","19","1965-08-25 00:00:00","176","68","0"
"25556","730.17","35","6","2","7B","27","1974-02-15 00:00:00","197","78","0"
"34066","681.32","50","11","9","7C","22","1974-10-29 00:00:00","162","48","1"
"123332","590.11","197","29","9","7A+","21","1979-05-12 00:00:00","173","63","0"
"71423","915.68","75","21","4","8A","16","1983-04-11 00:00:00","183","73","0"
"162975","421.12","330","47","9","7A+","34","1966-11-20 00:00:00","177","73","0"
"27518","625.41","43","10","3","7A+","19","1974-03-12 00:00:00","186","73","0"
"5515","551.50","10","2","1","6C","23","1979-06-05 00:00:00","174","68","0"
"104905","1049.05","79","16","4","8C","12","1983-01-04 00:00:00","185","68","0"
"3053","234.85","13","3","2","5C","27","1975-05-16 00:00:00","183","73","0"
"125650","854.76","135","22","12","8A","33","1960-03-17 00:00:00","195","83","0"
"206632","500.32","392","52","13","7C","32","1968-04-19 00:00:00","158","48","1"
"16903","768.32","22","4","2","7C+","20","1974-01-13 00:00:00","182","73","0"
"68446","728.15","89","19","3","7B","18","1962-11-17 00:00:00","190","78","0"
